Row,AudioID,AudioName,AudioEvent,Desc,IsLoop,FadeDuration,FadeCurveNum,ObjectType
8175,8175,AKE_Play_Mon_Mob_Skill_M02_Atk4,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Mon/Mon_Mob/Mon_Mob_M02/Mon_Mob_Skill_M02/AKE_Play_Mon_Mob_Skill_M02_Atk4.AKE_Play_Mon_Mob_Skill_M02_Atk4',M02僵尸蜡烛人_技能4_发射,False,1000,8,0
8182,8182,AKE_Play_Mon_Mob_Skill_M02_Death,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Mon/Mon_Mob/Mon_Mob_M02/Mon_Mob_Skill_M02/AKE_Play_Mon_Mob_Skill_M02_Death.AKE_Play_Mon_Mob_Skill_M02_Death',M02僵尸蜡烛人_Die_死亡倒地,False,1000,8,0
3003,3003,AKE_Play_Char_Skill_C02_Atk1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk1.AKE_Play_Char_Skill_C02_Atk1',C02女骑库拉蒂_普攻连段_GratiaCombo1,False,1000,8,0
3004,3004,AKE_Play_Char_Skill_C02_Atk2,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk2.AKE_Play_Char_Skill_C02_Atk2',C02女骑库拉蒂_普攻连段_GratiaCombo2,False,1000,8,0
3005,3005,AKE_Play_Char_Skill_C02_Atk3,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk3.AKE_Play_Char_Skill_C02_Atk3',C02女骑库拉蒂_普攻连段_GratiaCombo3,False,1000,8,0
3008,3008,AKE_Play_Char_Skill_C02_Focus_Ready1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Ready1.AKE_Play_Char_Skill_C02_Focus_Ready1',C02女骑库拉蒂_蓄力攻击_普攻连段派生-蓄力前摇,False,1000,8,0
3016,3016,AKE_Play_Char_Skill_C02_Focus_Atk1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk1.AKE_Play_Char_Skill_C02_Focus_Atk1',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击1阶段1,False,1000,8,0
3017,3017,AKE_Play_Char_Skill_C02_Focus_Atk2,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk2.AKE_Play_Char_Skill_C02_Focus_Atk2',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击2阶段1,False,1000,8,0
3018,3018,AKE_Play_Char_Skill_C02_Focus_Atk3_Start,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk3_Start.AKE_Play_Char_Skill_C02_Focus_Atk3_Start',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击3起手阶段1,False,1000,8,0
3021,3021,AKE_Play_Char_Skill_C02_Strafe_Enter,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Enter.AKE_Play_Char_Skill_C02_Strafe_Enter',C02女骑库拉蒂_副攻击-举盾格挡_进入举盾strafe,False,1000,8,0
3022,3022,AKE_Play_Char_Skill_C02_Strafe_Exit,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Exit.AKE_Play_Char_Skill_C02_Strafe_Exit',C02女骑库拉蒂_副攻击-举盾格挡_退出举盾strafe,False,1000,8,0
3023,3023,AKE_Play_Char_Skill_C02_Strafe_Defense_Atk,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Defense_Atk.AKE_Play_Char_Skill_C02_Strafe_Defense_Atk',C02女骑库拉蒂_副攻击-举盾格挡_盾击,False,1000,8,0
3024,3024,AKE_Play_Char_Skill_C02_Strafe_Counter_Atk1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Counter_Atk1.AKE_Play_Char_Skill_C02_Strafe_Counter_Atk1',C02女骑库拉蒂_盾牌派生攻击_盾击一派生攻击1,False,1000,8,0
3025,3025,AKE_Play_Char_Skill_C02_Strafe_Counter_Atk2,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Counter_Atk2.AKE_Play_Char_Skill_C02_Strafe_Counter_Atk2',C02女骑库拉蒂_盾牌派生攻击_盾击一派生攻击2,False,1000,8,0
3026,3026,AKE_Play_Char_Skill_C02_Strafe_Defense_Hit,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Defense_Hit.AKE_Play_Char_Skill_C02_Strafe_Defense_Hit',C02女骑库拉蒂_副攻击-举盾格挡_前格挡受击,False,1000,8,0
3027,3027,AKE_Play_Char_Skill_C02_Strafe_Defense_Break,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Strafe_Defense_Break.AKE_Play_Char_Skill_C02_Strafe_Defense_Break',C02女骑库拉蒂_副攻击-举盾格挡_前格挡破防,False,1000,8,0
3035,3035,AKE_Play_Char_Skill_C02_Execu1_Pre_Far,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu1_Pre_Far.AKE_Play_Char_Skill_C02_Execu1_Pre_Far',C02女骑库拉蒂_处决_通用/特殊处决开始衔接-近距离地面,False,1000,8,0
3036,3036,AKE_Play_Char_Skill_C02_Execu1_Pre_Hook,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu1_Pre_Hook.AKE_Play_Char_Skill_C02_Execu1_Pre_Hook',C02女骑库拉蒂_处决_通用/特殊处决开始衔接-近距离空中钩锁,False,1000,8,0
3037,3037,AKE_Play_Char_Skill_C02_Execu1_Pre_Far_Hook,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu1_Pre_Far_Hook.AKE_Play_Char_Skill_C02_Execu1_Pre_Far_Hook',C02女骑库拉蒂_处决_通用/特殊处决开始衔接-远距离空中钩锁,False,1000,8,0
3038,3038,AKE_Play_Char_Skill_C02_Execu1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu1.AKE_Play_Char_Skill_C02_Execu1',C02女骑库拉蒂_处决_处决1-通用处决,False,1000,8,0
3039,3039,AKE_Play_Char_Skill_C02_Execu2_Start,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu2_Start.AKE_Play_Char_Skill_C02_Execu2_Start',C02女骑库拉蒂_特殊处决_处决2-特殊处决开始,False,1000,8,0
3040,3040,AKE_Play_Char_Skill_C02_Execu2_LP,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu2_LP.AKE_Play_Char_Skill_C02_Execu2_LP',C02女骑库拉蒂_特殊处决_处决2-特殊处决跑循环,True,1000,8,0
3041,3041,AKE_Stop_Char_Skill_C02_Execu2_LP,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Stop_Char_Skill_C02_Execu2_LP.AKE_Stop_Char_Skill_C02_Execu2_LP',C02女骑库拉蒂_特殊处决_处决2-特殊处决跑循环停止,False,1000,8,0
3042,3042,AKE_Play_Char_Skill_C02_Execu2_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu2_End.AKE_Play_Char_Skill_C02_Execu2_End',C02女骑库拉蒂_特殊处决_处决2-特殊处决结束,False,1000,8,0
3043,3043,AKE_Play_Char_Skill_C02_Execu2_End_Sp,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Execu2_End_Sp.AKE_Play_Char_Skill_C02_Execu2_End_Sp',C02女骑库拉蒂_特殊处决_处决2-特殊处决撞墙结束,False,1000,8,0
3044,3044,AKE_Play_Char_Skill_C02_Ult,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Ult.AKE_Play_Char_Skill_C02_Ult',C02女骑库拉蒂_大招_大招起手,False,1000,8,0
3045,3045,AKE_Play_Char_Skill_C02_Counter,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Counter.AKE_Play_Char_Skill_C02_Counter',C02女骑库拉蒂_化解_轻化解,False,1000,8,0
3048,3048,AKE_Play_Char_Skill_C02_Counter_Sp_Atk,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Counter_Sp_Atk.AKE_Play_Char_Skill_C02_Counter_Sp_Atk',C02女骑库拉蒂_化解_特殊化解,False,1000,8,0
3049,3049,AKE_Play_Char_Skill_C02_Atk_Rush,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk_Rush.AKE_Play_Char_Skill_C02_Atk_Rush',C02女骑库拉蒂_盾牌派生攻击_GratiaComboDodge闪避普攻,False,1000,8,0
3050,3050,AKE_Play_Char_Skill_C02_Dodge,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Dodge.AKE_Play_Char_Skill_C02_Dodge',C02女骑库拉蒂_闪避_大位移的闪避动作（二段闪避）,False,1000,8,0
3051,3051,AKE_Play_Char_Skill_C02_Dodge_Step,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Dodge_Step.AKE_Play_Char_Skill_C02_Dodge_Step',C02女骑库拉蒂_闪避_一步内的虚晃闪避动作（一段闪避）,False,1000,8,0
3061,3061,AKE_Play_Char_Skill_C02_Focus_Atk_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk_End.AKE_Play_Char_Skill_C02_Focus_Atk_End',C02女骑库拉蒂_蓄力攻击_蓄力攻击通用end,False,1000,8,0
3062,3062,AKE_Play_Char_Skill_C02_Atk1_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk1_End.AKE_Play_Char_Skill_C02_Atk1_End',C02女骑库拉蒂_普攻连段_GratiaCombo1收招,False,1000,8,0
3063,3063,AKE_Play_Char_Skill_C02_Atk2_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk2_End.AKE_Play_Char_Skill_C02_Atk2_End',C02女骑库拉蒂_普攻连段_GratiaCombo2收招,False,1000,8,0
3064,3064,AKE_Play_Char_Skill_C02_Atk3_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Atk3_End.AKE_Play_Char_Skill_C02_Atk3_End',C02女骑库拉蒂_普攻连段_GratiaCombo3收招,False,1000,8,0
3067,3067,AKE_Play_Char_Skill_C02_Focus_Atk2_2nd,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk2_2nd.AKE_Play_Char_Skill_C02_Focus_Atk2_2nd',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击2阶段2,False,1000,8,0
3068,3068,AKE_Play_Char_Skill_C02_Focus_Atk3_Start_2nd,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk3_Start_2nd.AKE_Play_Char_Skill_C02_Focus_Atk3_Start_2nd',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击3起手阶段2,False,1000,8,0
3069,3069,AKE_Play_Char_Skill_C02_Focus_Atk3_2nd,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Focus_Atk3_2nd.AKE_Play_Char_Skill_C02_Focus_Atk3_2nd',C02女骑库拉蒂_蓄力攻击_派生-蓄力攻击3阶段3二段,False,1000,8,0
3070,3070,AKE_Play_Char_Skill_C02_Ult_End,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Ult_End.AKE_Play_Char_Skill_C02_Ult_End',C02女骑库拉蒂_大招_长矛击穿单位并插入墙面（GE配置）,False,2000,8,0
3071,3071,AKE_Play_Char_Skill_C02_Ult_Exp,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C02/Char_Skill_C02/AKE_Play_Char_Skill_C02_Ult_Exp.AKE_Play_Char_Skill_C02_Ult_Exp',C02女骑库拉蒂_大招_长矛碎裂爆炸回复铠甲（GE配置）,False,2000,8,0
3073,3073,AKE_Play_Char_Skill_C01_Atk1,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C01/Char_Skill_C01/AKE_Play_Char_Skill_C01_Atk1.AKE_Play_Char_Skill_C01_Atk1',C01女主雾宁_普通攻击连击_1段开始,False,1000,8,0
3074,3074,AKE_Play_Char_Skill_C01_Atk2,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C01/Char_Skill_C01/AKE_Play_Char_Skill_C01_Atk2.AKE_Play_Char_Skill_C01_Atk2',C01女主雾宁_普通攻击连击_2段开始,False,1000,8,0
3075,3075,AKE_Play_Char_Skill_C01_Atk3,/Script/AkAudio.AkAudioEvent'/Game/Audio/WwiseAudio/Events/v1/Char/Char_C01/Char_Skill_C01/AKE_Play_Char_Skill_C01_Atk3.AKE_Play_Char_Skill_C01_Atk3',C01女主雾宁_普通攻击连击_3段开始,False,1000,8,0
